,name2,cluster_labels
1118,2018 GP della Liberazione Pink,2
1119,2018 GP du Canton d'Argovie,5
1120,2018 GP General Patton Stage 1,5
1121,2018 GP General Patton Stage 2,2
1122,2018 GP Himmerland Rundt,5
1123,2018 GP Horsens Posten,5
1124,2018 GP Industria & Artigianato,5
1125,2018 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Prologue,2
1126,2018 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 1,5
1127,2018 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 2,6
1128,2018 GP Internacional Torres Vedras - Trofeu Joaquim Agostinho Stage 3,5
1129,2018 GP Izola,6
1130,2018 GP Kranj,6
1131,2018 GP Laguna Porec,5
1132,2018 GP Sofie Goos,0
1133,2018 GP Stad Zottegem,6
1134,2018 Gracia Orlova Stage 1,6
1135,2018 Gracia Orlova Stage 2,5
1136,2018 Gracia Orlova Stage 3-1,0
1137,2018 Gracia Orlova Stage 3-2,2
1138,2018 Gracia Orlova Stage 4,3
1139,2018 Gran Piemonte,3
1140,2018 Gran Premio Bruno Beghelli Internazionale Donne Elite,2
1141,2018 Gran Premio Bruno Beghelli,5
1142,2018 Gran Premio Citta di Lugano,5
1143,2018 Gran Premio Comite Olimpico Nacional Femenino,3
1144,2018 Gran Premio della Liberazione,5
1145,2018 Gran Premio ICODER,3
1146,2018 Gran Premio Industrie del Marmo,6
1147,2018 Gran Premio Miguel Indurain,6
1148,2018 Grand Prix Alanya,6
1149,2018 Grand Prix Albert Fauville - Baulet,1
1150,2018 Grand Prix Bob Jungels,5
1151,2018 Grand Prix Cerami,1
1152,2018 Grand Prix Chantal Biya Stage 1,2
1153,2018 Grand Prix Chantal Biya Stage 2,5
1154,2018 Grand Prix Chantal Biya Stage 3,8
1155,2018 Grand Prix Chantal Biya Stage 4,8
1156,2018 Grand Prix Chantal Biya Stage 5,5
1157,2018 Grand Prix Criquielion,1
1158,2018 Grand Prix Cycliste de Gatineau,6
1159,2018 Grand Prix Cycliste de Montreal,6
1160,2018 Grand Prix Cycliste de Quebec,6
1161,2018 Grand Prix Cycliste la Marseillaise,5
1162,2018 Grand Prix d'Isbergues - Pas de Calais,5
1163,2018 Grand Prix de Denain - Porte du Hainaut,1
1164,2018 Grand Prix de Dottignies,1
1165,2018 Grand Prix de la Ville de Lillers - Souvenir Bruno Comini,5
1166,2018 Grand Prix de la Ville de Nogent sur Oise,5
1167,2018 Grand Prix de la ville de Perenchies,3
1168,2018 Grand Prix de Plumelec-Morbihan,5
1169,2018 Grand Prix de Wallonie,5
1170,2018 Grand Prix des Marbriers,5
1171,2018 Grand Prix Doliny Baryczy Zmigrod - The XXVIII th Mem. Jozefa Grundmana i Jerzego Wizowskiego,5
1172,2018 Grand Prix International d'Isbergues - Pas de Calais Feminin,3
1173,2018 Grand Prix International de la ville d'Alger Prologue,0
1174,2018 Grand Prix International de la ville d'Alger Stage 1,5
1175,2018 Grand Prix International de la ville d'Alger Stage 2,3
1176,2018 Grand Prix International de la ville d'Alger Stage 3,5
1177,2018 Grand Prix Minsk,3
1178,2018 Grand Prix Ruebliland Stage 1,2
1179,2018 Grand Prix Ruebliland Stage 2-1,2
1180,2018 Grand Prix Ruebliland Stage 2-2,2
1181,2018 Grand Prix Ruebliland Stage 3,6
1182,2018 Grand Prix Side,5
1183,2018 Gravel and Tar,5
1184,2018 Great War Remembrance Race,6
1185,2018 Grote Prijs Jean-Pierre Monsere,3
1186,2018 Grote Prijs Jef Scherens - Rondom Leuven,1
1187,2018 Grote Prijs Marcel Kint,1
1188,2018 Guido Reybrouck Classic,1
1189,2018 Gylne Gutuer,7
1190,2018 Hafjell GP,0
1191,2018 Halle-Ingooigem,1
1192,2018 Hammer Series - Hammer Hong Kong,0
1193,2018 Hammer Series - Hammer Sportzone Limburg Stage 1,2
1194,2018 Hammer Series - Hammer Sportzone Limburg Stage 2,2
1195,2018 Hammer Series - Hammer Sportzone Limburg Stage 3,0
1196,2018 Hammer Series - Hammer Stavanger Stage 1,2
1197,2018 Hammer Series - Hammer Stavanger Stage 2,2
1198,2018 Hammer Series - Hammer Stavanger Stage 3,0
1199,2018 Handzame Classic,3
1200,2018 Hansa Bygg Kalmar Grand Prix Road Race,3
1201,2018 Healthy Ageing Junior Women Tour Stage 1,2
1202,2018 Healthy Ageing Junior Women Tour Stage 2,2
1203,2018 Healthy Ageing Junior Women Tour Stage 3,1
1204,2018 Healthy Ageing Tour Stage 1,2
1205,2018 Healthy Ageing Tour Stage 2,0
1206,2018 Healthy Ageing Tour Stage 3-1,0
1207,2018 Healthy Ageing Tour Stage 3-2,0
1208,2018 Healthy Ageing Tour Stage 4,0
1209,2018 Healthy Ageing Tour Stage 5,1
1210,2018 Herald Sun Tour Prologue,0
1211,2018 Herald Sun Tour Stage 1,5
1212,2018 Herald Sun Tour Stage 2,0
1213,2018 Herald Sun Tour Stage 3,4
1214,2018 Herald Sun Tour Stage 4,5
1215,2018 Horizon Park Classic,2
1216,2018 Horizon Park Race for Peace,5
1217,2018 Horizon Park Race Maidan,6
1218,2018 Horizon Park Race Women Challenge,2
1219,2018 Il Lombardia,6
1220,2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 1,5
1221,2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 2,6
1222,2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 3,4
1223,2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 4,4
1224,2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 5,4
1225,2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 6,5
1226,2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 7,5
1227,2018 Int. Osterreich-Rundfahrt-Tour of Austria Stage 8,6
1228,2018 Int. Raiffeisen Grand Prix Judendorf-Strassengel,6
1229,2018 International Race Grand Prix Doliny Baryczy Milicz,7
1230,2018 International Rhodes Grand Prix,6
1231,2018 International Tour de Banyuwangi Ijen Stage 1,5
1232,2018 International Tour de Banyuwangi Ijen Stage 2,3
1233,2018 International Tour de Banyuwangi Ijen Stage 3,5
1234,2018 International Tour de Banyuwangi Ijen Stage 4,4
1235,2018 International Tour of Rhodes Stage 1,6
1236,2018 International Tour of Rhodes Stage 2,6
1237,2018 International Tour of Rhodes Stage 3,6
1238,2018 International Tour of Sultan Faith Mehmet Stage 1,3
1239,2018 International Tour of Sultan Faith Mehmet Stage 2,3
1240,2018 Internationale Wielertrofee Jong Maar Moedig I.W.T.,1
1241,2018 Irish Road National Championships - ITT,0
1242,2018 Irish Road National Championships,3
1243,2018 Israeli Road National Championships - ITT,0
1244,2018 Israeli Road National Championships,5
1245,2018 Istarsko Proljece - Istrian Spring Trophy Prologue,0
1246,2018 Istarsko Proljece - Istrian Spring Trophy Stage 1,5
1247,2018 Istarsko Proljece - Istrian Spring Trophy Stage 2,5
1248,2018 Istarsko Proljece - Istrian Spring Trophy Stage 3,5
1249,2018 Italian Road National Championships - ITT,0
1250,2018 Italian Road National Championships,6
1251,2018 Itzulia Basque Country Stage 1,6
1252,2018 Itzulia Basque Country Stage 2,6
1253,2018 Itzulia Basque Country Stage 3,5
1254,2018 Itzulia Basque Country Stage 4,0
1255,2018 Itzulia Basque Country Stage 5,5
1256,2018 Itzulia Basque Country Stage 6,6
1257,2018 Japan Cup Criterium,0
1258,2018 Japan Cup Cycle Road Race,5
1259,2018 Japanese Road National Championships - ITT,0
1260,2018 Japanese Road National Championships,5
1261,2018 Joe Martin Stage Race Stage 1,5
1262,2018 Joe Martin Stage Race Stage 2,5
1263,2018 Joe Martin Stage Race Stage 3,0
1264,2018 Joe Martin Stage Race Stage 4,2
1265,2018 Johan Museeuw Classic - G.P. Stad Gistel,1
1266,2018 Juegos Suramericanos -ITT,2
1267,2018 Juegos Suramericanos-ITT,0
1268,2018 Juegos Suramericanos,4
1269,2018 Kampioenschap van Vlaanderen,1
1270,2018 Klasika Primavera de Amorebieta,6
1271,2018 Koga Slag om Norg,3
1272,2018 Kreiz Breizh Elites Stage 1,5
1273,2018 Kreiz Breizh Elites Stage 2-1,2
1274,2018 Kreiz Breizh Elites Stage 2-2,2
1275,2018 Kreiz Breizh Elites Stage 3,5
1276,2018 Kuurne-Brussel-Kuurne Juniors,1
1277,2018 Kuurne-Bruxelles-Kuurne,6
1278,2018 La Classique des Alpes Juniors,5
1279,2018 La Classique Morbihan,5
1280,2018 La Coupe du President de la Ville de Grudziadz Stage 1-1,0
1281,2018 La Coupe du President de la Ville de Grudziadz Stage 1-2,0
1282,2018 La Coupe du President de la Ville de Grudziadz Stage 2,3
1283,2018 La Coupe du President de la Ville de Grudziadz Stage 3,2
1284,2018 La Coupe du President de la Ville de Grudziadz Stage 4,2
1285,2018 La Course by Le Tour de France,4
1286,2018 La DH Famenne Ardenne Classic,5
1287,2018 La Fleche Wallone Femmes,5
1288,2018 La Fleche Wallonne,5
1289,2018 La Philippe Gilbert juniors,5
1290,2018 La Poly Normande,5
1291,2018 La Roue Tourangelle Region Centre Val de Loire - Trophee Harmonie Mutuelle,5
1292,2018 La Route des Geants,3
1293,2018 La Tropicale Amissa Bongo Stage 1,8
1294,2018 La Tropicale Amissa Bongo Stage 2,8
1295,2018 La Tropicale Amissa Bongo Stage 3,6
1296,2018 La Tropicale Amissa Bongo Stage 4,8
1297,2018 La Tropicale Amissa Bongo Stage 5,8
1298,2018 La Tropicale Amissa Bongo Stage 6,5
1299,2018 La Tropicale Amissa Bongo Stage 7,3
1300,2018 Ladies Tour of Norway Stage 1,5
1301,2018 Ladies Tour of Norway Stage 2,5
1302,2018 Ladies Tour of Norway Stage 3,6
1303,2018 Ladies Tour of Norway TTT,0
1304,2018 Latvian Road National Championships,3
1305,2018 Le Samyn des Dames,1
1306,2018 Le Samyn,1
1307,2018 Le Tour de Bretagne Stage 1,3
1308,2018 Le Tour de Bretagne Stage 2,5
1309,2018 Le Tour de Bretagne Stage 3,5
1310,2018 Le Tour de Bretagne Stage 4,5
1311,2018 Le Tour de Bretagne Stage 5,5
1312,2018 Le Tour de Bretagne Stage 6,3
1313,2018 Le Tour de Bretagne Stage 7,5
1314,2018 Le Tour de Filipinas Stage 1,3
1315,2018 Le Tour de Filipinas Stage 2,5
1316,2018 Le Tour de Filipinas Stage 3,5
1317,2018 Le Tour de Filipinas Stage 4,4
1318,2018 Le Tour de France Saitama Criterium,2
1319,2018 Le Tour de France Shanghai Criterium,2
1320,2018 Le Tour De Langkawi Stage 1,3
1321,2018 Le Tour De Langkawi Stage 2,5
1322,2018 Le Tour De Langkawi Stage 3,3
1323,2018 Le Tour De Langkawi Stage 4,3
1324,2018 Le Tour De Langkawi Stage 5,4
1325,2018 Le Tour De Langkawi Stage 6,3
1326,2018 Le Tour De Langkawi Stage 7,5
1327,2018 Le Tour De Langkawi Stage 8,6
1328,2018 Le Tour de Savoie Mont Blanc Stage 1,4
1329,2018 Le Tour de Savoie Mont Blanc Stage 2-1,2
1330,2018 Le Tour de Savoie Mont Blanc Stage 2-2,2
1331,2018 Le Tour de Savoie Mont Blanc Stage 3,4
1332,2018 Le Tour de Savoie Mont Blanc Stage 4,5
1333,2018 Le Triptyque des Monts et Chateaux Stage 1,6
1334,2018 Le Triptyque des Monts et Chateaux Stage 2,3
1335,2018 Le Triptyque des Monts et Chateaux Stage 3-1,2
1336,2018 Le Triptyque des Monts et Chateaux Stage 3-2,2
1337,2018 Liege - Bastogne - Liege,5
1338,2018 Liege-Bastogne-Liege Femmes,5
1339,2018 Lillehammer GP,5
1340,2018 Lituanian Road National Championships - ITT,0
1341,2018 Lituanian Road National Championships,3
1342,2018 Ljubljana-Domzale-Ljubljana TT,0
1343,2018 Lotto Belgium Tour Prologue,0
1344,2018 Lotto Belgium Tour Stage 1,3
1345,2018 Lotto Belgium Tour Stage 2,3
1346,2018 Lotto Belgium Tour Stage 3,1
1347,2018 Lotto Thueringen Ladies Tour Stage 1,2
1348,2018 Lotto Thueringen Ladies Tour Stage 2,5
1349,2018 Lotto Thueringen Ladies Tour Stage 3,5
1350,2018 Lotto Thueringen Ladies Tour Stage 4,6
1351,2018 Lotto Thueringen Ladies Tour Stage 5,5
1352,2018 Lotto Thueringen Ladies Tour Stage 6,6
1353,2018 Lotto Thueringen Ladies Tour Stage 7,0
1354,2018 Luxembourg Road National Championship - ITT,0
1355,2018 Luxembourg Road National Championship,6
1356,2018 Madrid Challenge by la Vuelta Stage 1,0
1357,2018 Madrid Challenge by la Vuelta Stage 2,2
1358,2018 Mediterranean Games - ITT,0
1359,2018 Mediterranean Games,6
1360,2018 Memorial Andrzeja Trochanowskiego,3
1361,2018 Memorial Henryka Lasaka,5
1362,2018 Memorial Marco Pantani,5
1363,2018 Memorial Romana Sieminskiego,1
1364,2018 Memorial Van Coningsloo,3
1365,2018 Menen-Kemmel-Menen,1
1366,2018 Midden-Brabant Poort Omloop,1
1367,2018 Milano - Sanremo,6
1368,2018 Milano - Torino,5
1369,2018 Minsk Cup,6
1370,2018 Mosso International Tour of Mevlana Prologue,2
1371,2018 Mosso International Tour of Mevlana Stage 1,3
1372,2018 Mosso International Tour of Mevlana Stage 2,4
1373,2018 Mosso International Tour of Mevlana Stage 3,5
1374,2018 Namibian Road Championships - ITT,2
1375,2018 Namibian Road Championships,4
1376,2018 New Zealand Cycle Classic Stage 1,3
1377,2018 New Zealand Cycle Classic Stage 2,3
1378,2018 New Zealand Cycle Classic Stage 3,3
1379,2018 New Zealand Cycle Classic Stage 4,5
1380,2018 New Zealand Cycle Classic Stage 5,3
1381,2018 New Zealand Road National Championships - ITT,0
1382,2018 New Zealand Road National Championships,5
1383,2018 Nokere Koerse - Danilith Classic,6
1384,2018 Norwegian Road National Championships - ITT,0
1385,2018 Norwegian Road National Championships,5
1386,2018 Oberoesterreichrundfahrt Stage 1,0
1387,2018 Oberoesterreichrundfahrt Stage 2,5
1388,2018 Oberoesterreichrundfahrt Stage 3,6
1389,2018 Oberoesterreichrundfahrt Stage 4,5
1390,2018 Oberosterreich Juniorenrundfahrt Stage 1,2
1391,2018 Oberosterreich Juniorenrundfahrt Stage 2,5
1392,2018 Oberosterreich Juniorenrundfahrt Stage 3,2
1393,2018 OCC Oceanian Championships,0
1394,2018 Oita Urban Classic,5
1395,2018 Okolo jiznich Cech ,0
1396,2018 Olympia's Tour Stage 1,0
1397,2018 Olympia's Tour Stage 2,5
1398,2018 Olympia's Tour Stage 3,3
1399,2018 Olympia's Tour Stage 4,3
1400,2018 Olympia's Tour Stage 5-1,2
1401,2018 Olympia's Tour Stage 5-2,2
1402,2018 Olympia's Tour Stage 6,5
1403,2018 Omloop Het Nieuwsblad Beloften,1
1404,2018 Omloop Het Nieuwsblad,6
1405,2018 Omloop Mandel-Leie-Schelde Meulebeke,1
1406,2018 Omloop van de Westhoek - Memorial Stive Vermaut,1
1407,2018 Omloop van het Houtland Lichtervelde,3
1408,2018 OVO Energy Tour of Britain Stage 1,3
1409,2018 OVO Energy Tour of Britain Stage 2,5
1410,2018 OVO Energy Tour of Britain Stage 3,6
1411,2018 OVO Energy Tour of Britain Stage 4,3
1412,2018 OVO Energy Tour of Britain Stage 5,5
1413,2018 OVO Energy Tour of Britain Stage 6,6
1414,2018 OVO Energy Tour of Britain Stage 7,6
1415,2018 OVO Energy Tour of Britain Stage 8,2
1416,2018 Paris - Bourges,5
1417,2018 Paris - Mantes-en-Yvelines,5
1418,2018 Paris - Roubaix Espoirs,1
1419,2018 Paris - Roubaix Juniors,1
1420,2018 Paris - Roubaix,1
1421,2018 Paris - Tours Espoirs,5
1422,2018 Paris - Tours,5
1423,2018 Paris - Troyes,5
1424,2018 Paris-Camembert,5
1425,2018 Paris-Chauny (classique),5
1426,2018 Paris-Nice Stage 1,6
1427,2018 Paris-Nice Stage 2,3
1428,2018 Paris-Nice Stage 3,5
1429,2018 Paris-Nice Stage 4,0
1430,2018 Paris-Nice Stage 5,5
1431,2018 Paris-Nice Stage 6,5
1432,2018 Paris-Nice Stage 7,4
1433,2018 Paris-Nice Stage 8,5
1434,2018 People's Choice Classics,0
1435,2018 Polish National Road Championships - ITT,0
1436,2018 Polish National Road Championships,6
1437,2018 Portugal Road National Championships - ITT,0
1438,2018 Portugal Road National Championships,5
1439,2018 PostNord Danmark Rundt - Tour of Denmark Stage 1,6
1440,2018 PostNord Danmark Rundt - Tour of Denmark Stage 2,6
1441,2018 PostNord Danmark Rundt - Tour of Denmark Stage 3,3
1442,2018 PostNord Danmark Rundt - Tour of Denmark Stage 4,0
1443,2018 PostNord Danmark Rundt - Tour of Denmark Stage 5,3
1444,2018 Postnord UCI WWT Vargarda WestSweden RR,5
1445,2018 Postnord UCI WWT Vargarda WestSweden TTT,0
1446,2018 Presidential Cycling Tour of Turkey Stage 1,6
1447,2018 Presidential Cycling Tour of Turkey Stage 2,3
1448,2018 Presidential Cycling Tour of Turkey Stage 3,5
1449,2018 Presidential Cycling Tour of Turkey Stage 4,5
1450,2018 Presidential Cycling Tour of Turkey Stage 5,3
1451,2018 Presidential Cycling Tour of Turkey Stage 6,6
1452,2018 Primus Classic,6
1453,2018 Prudential RideLondon Classique,2
1454,2018 Prudential RideLondon-Surrey Classic,6
1455,2018 Prueba Villafranca-Ordiziako Klasika,6
1456,2018 Puchar Uzdrowisk Karpackich,6
1457,2018 PWZ Zuidenveldtour,3
1458,2018 Rabobank 7-Dorpenomloop Aalburg,0
1459,2018 Rabobank Dorpenomloop Rucphen,3
1460,2018 Ras Tailteann Stage 1,3
1461,2018 Ras Tailteann Stage 2,3
1462,2018 Ras Tailteann Stage 3,3
1463,2018 Ras Tailteann Stage 4,6
1464,2018 Ras Tailteann Stage 5,5
1465,2018 Ras Tailteann Stage 6,3
1466,2018 Ras Tailteann Stage 7,6
1467,2018 Ras Tailteann Stage 8,3
1468,2018 Record Bank E3 Harelbeke - Junioren,1
1469,2018 Record Bank E3 Harelbeke,6
1470,2018 Rhone-Alpes Isere Tour Stage 1,5
1471,2018 Rhone-Alpes Isere Tour Stage 2,5
1472,2018 Rhone-Alpes Isere Tour Stage 3,5
1473,2018 Rhone-Alpes Isere Tour Stage 4,5
1474,2018 Ringerike GP,6
1475,2018 Ronde de l'Isard Stage 1,6
1476,2018 Ronde de l'Isard Stage 2,4
1477,2018 Ronde de l'Isard Stage 3,5
1478,2018 Ronde de l'Isard Stage 4,6
1479,2018 Ronde de l'Oise Stage 1,5
1480,2018 Ronde de l'Oise Stage 2,5
1481,2018 Ronde de l'Oise Stage 3,5
1482,2018 Ronde de l'Oise Stage 4,5
1483,2018 Ronde des Vallees Stage 1,5
1484,2018 Ronde des Vallees Stage 2-1,0
1485,2018 Ronde des Vallees Stage 2-2,2
1486,2018 Ronde van Drenthe,3
1487,2018 Ronde van Limburg,6
1488,2018 Ronde van Midden Nederland,3
1489,2018 Ronde van Overijssel,3
1490,2018 Ronde van Vlaanderen Beloften,1
1491,2018 Ronde van Vlaanderen Juniores,6
1492,2018 Ronde Van Vlaanderen,6
1493,2018 Route Adelie de Vitre,5
1494,2018 Route d'Occitaine Stage 1,5
1495,2018 Route d'Occitaine Stage 2,5
1496,2018 Route d'Occitaine Stage 3,4
1497,2018 Route d'Occitaine Stage 4,5
1498,2018 Royal Bernard Drome Classic,5
1499,2018 Rund um Koln,5
1500,2018 Ruota d'Oro - GP Festa del Perdono,6
1501,2018 Russian Road National Championships - ITT,0
1502,2018 Russian Road National Championships,5
1503,2018 Rutland - Melton Cicle Classic,5
1504,2018 Saarland Trofeo Stage 1,5
1505,2018 Saarland Trofeo Stage 2,2
1506,2018 Saarland Trofeo Stage 3-1,2
1507,2018 Saarland Trofeo Stage 3-2,0
1508,2018 Saarland Trofeo Stage 4,3
1509,2018 Salverda Omloop van de IJsseldelta,0
1510,2018 Santos Tour Down Under Stage 1,5
1511,2018 Santos Tour Down Under Stage 2,3
1512,2018 Santos Tour Down Under Stage 3,3
1513,2018 Santos Tour Down Under Stage 4,0
1514,2018 Santos Tour Down Under Stage 5,5
1515,2018 Santos Tour Down Under Stage 6,2
1516,2018 Scandinavian Race,6
1517,2018 Schaal Sels Merksem,1
1518,2018 Scheldeprijs,3
1519,2018 Setmana Ciclista Valenciana Stage 1,5
1520,2018 Setmana Ciclista Valenciana Stage 2,3
1521,2018 Setmana Ciclista Valenciana Stage 3,6
1522,2018 Setmana Ciclista Valenciana Stage 4,5
1523,2018 Settimana Internazionale Coppi e Bartali Stage 1-1,2
1524,2018 Settimana Internazionale Coppi e Bartali Stage 1-2,0
1525,2018 Settimana Internazionale Coppi e Bartali Stage 2,5
1526,2018 Settimana Internazionale Coppi e Bartali Stage 3,5
1527,2018 Settimana Internazionale Coppi e Bartali Stage 4,0
1528,2018 Sharjah International Cycling Tour Stage 1,0
1529,2018 Sharjah International Cycling Tour Stage 2,3
1530,2018 Sharjah International Cycling Tour Stage 3,5
1531,2018 Sharjah International Cycling Tour Stage 4,2
1532,2018 Sibiu Cycling Tour Prologue,0
1533,2018 Sibiu Cycling Tour Stage 1,4
1534,2018 Sibiu Cycling Tour Stage 2,4
1535,2018 Sibiu Cycling Tour Stage 3-1,2
1536,2018 Sibiu Cycling Tour Stage 3-2,3
1537,2018 Skive-Lobet,6
1538,2018 Slovakian Road National Championship - ITT,2
1539,2018 Slovakian Road National Championship,2
1540,2018 Slovenian Road National Championships - ITT,0
1541,2018 Slovenian Road National Championships,5
1542,2018 South African Road National Championships - ITT,0
1543,2018 South African Road National Championships,5
1544,2018 Spanish Road National Championships - ITT,0
1545,2018 Spanish Road National Championships,4
1546,2018 Spar - Omloop van het Hageland - Tielt-Winge,1
1547,2018 SPAR Flanders Diamond Tour,1
1548,2018 Sparkassen Muensterland Giro,3
1549,2018 Sri Lanka T-Cup Stage 1,3
1550,2018 Sri Lanka T-Cup Stage 2,2
1551,2018 Sri Lanka T-Cup Stage 3,3
1552,2018 St. Martinusprijs Kontich Stage 1,0
1553,2018 St. Martinusprijs Kontich Stage 2,0
1554,2018 St. Martinusprijs Kontich Stage 3-1,0
1555,2018 St. Martinusprijs Kontich Stage 3-2,0
1556,2018 St. Martinusprijs Kontich Stage 4,0
1557,2018 Strade Bianche,7
1558,2018 Sundvolden GP,6
1559,2018 Swedish Road National Championships - ITT,0
1560,2018 Swedish Road National Championships,5
1561,2018 Swiss Road National Championship - ITT,3
1562,2018 Swiss Road National Championship,6
1563,2018 SwissEver GP Cham - Hagendorn,3
1564,2018 Szlakiem Walk Majora Hubala Stage 1,6
1565,2018 Szlakiem Walk Majora Hubala Stage 2-1,6
1566,2018 Szlakiem Walk Majora Hubala Stage 2-2,0
1567,2018 Szlakiem Walk Majora Hubala Stage 3,6
1568,2018 Tacx Pro Classic,6
1569,2018 Tf GD Dorigo MO Biemmereti MO Ettore e Cristiano Floriani MO Emilio Mazzero,5
1570,2018 The Larry H.Miller Tour of Utah Prologue,0
1571,2018 The Larry H.Miller Tour of Utah Stage 1,4
1572,2018 The Larry H.Miller Tour of Utah Stage 2,4
1573,2018 The Larry H.Miller Tour of Utah Stage 3,1
1574,2018 The Larry H.Miller Tour of Utah Stage 4,1
1575,2018 The Larry H.Miller Tour of Utah Stage 5,4
1576,2018 The Larry H.Miller Tour of Utah Stage 6,4
1577,2018 Tirreno-Adriatico Stage 1,0
1578,2018 Tirreno-Adriatico Stage 2,3
1579,2018 Tirreno-Adriatico Stage 3,5
1580,2018 Tirreno-Adriatico Stage 4,4
1581,2018 Tirreno-Adriatico Stage 5,5
1582,2018 Tirreno-Adriatico Stage 6,6
1583,2018 Tirreno-Adriatico Stage 7,0
1584,2018 Toscana Terra di Ciclismo Eroica Rest day,6
1585,2018 Toscana Terra di Ciclismo Eroica Stage 1,6
1586,2018 Toscana Terra di Ciclismo Eroica Stage 2,4
1587,2018 Toscana Terra di Ciclismo Eroica Stage 3,7
1588,2018 Tour Alsace Stage 1,0
1589,2018 Tour Alsace Stage 2,5
1590,2018 Tour Alsace Stage 3,5
1591,2018 Tour Alsace Stage 4,6
1592,2018 Tour Alsace Stage 5,5
1593,2018 Tour Cycliste Feminin International de l'Ardeche Stage 1-1,2
1594,2018 Tour Cycliste Feminin International de l'Ardeche Stage 1-2,2
1595,2018 Tour Cycliste Feminin International de l'Ardeche Stage 2,5
1596,2018 Tour Cycliste Feminin International de l'Ardeche Stage 3,4
1597,2018 Tour Cycliste Feminin International de l'Ardeche Stage 4,5
1598,2018 Tour Cycliste Feminin International de l'Ardeche Stage 5,5
1599,2018 Tour Cycliste Feminin International de l'Ardeche Stage 6,2
1600,2018 Tour Cycliste International de la Guadeloupe Prologue,0
1601,2018 Tour Cycliste International de la Guadeloupe Stage 1,6
1602,2018 Tour Cycliste International de la Guadeloupe Stage 2-1,6
1603,2018 Tour Cycliste International de la Guadeloupe Stage 2-2,0
1604,2018 Tour Cycliste International de la Guadeloupe Stage 3,6
1605,2018 Tour Cycliste International de la Guadeloupe Stage 4,5
1606,2018 Tour Cycliste International de la Guadeloupe Stage 5,6
1607,2018 Tour Cycliste International de la Guadeloupe Stage 6,5
1608,2018 Tour Cycliste International de la Guadeloupe Stage 7,6
1609,2018 Tour Cycliste International de la Guadeloupe Stage 8-1,3
1610,2018 Tour Cycliste International de la Guadeloupe Stage 8-2,0
1611,2018 Tour Cycliste International de la Guadeloupe Stage 9,3
1612,2018 Tour Cycliste International de la Pharmacie Centrale de Tunisie Stage 1,3
1613,2018 Tour Cycliste International de la Pharmacie Centrale de Tunisie Stage 2,5
1614,2018 Tour Cycliste International de la Pharmacie Centrale de Tunisie Stage 3,5
1615,2018 Tour Cycliste International de la Pharmacie Centrale de Tunisie Stage 4,5
1616,2018 Tour Cycliste International La Provence Prologue,0
1617,2018 Tour Cycliste International La Provence Stage 1,5
1618,2018 Tour Cycliste International La Provence Stage 2,5
1619,2018 Tour Cycliste International La Provence Stage 3,5
1620,2018 Tour d'Algerie Cycliste Stage 1,3
1621,2018 Tour d'Algerie Cycliste Stage 2,5
1622,2018 Tour d'Algerie Cycliste Stage 3,3
1623,2018 Tour d'Algerie Cycliste Stage 4,3
1624,2018 Tour d'Algerie Cycliste Stage 5,3
1625,2018 Tour d'Algerie Cycliste Stage 6,3
1626,2018 Tour d'Algerie Cycliste Stage 7,5
1627,2018 Tour de Beauce Stage 1,5
1628,2018 Tour de Beauce Stage 2,5
1629,2018 Tour de Beauce Stage 3-1,0
1630,2018 Tour de Beauce Stage 3-2,2
1631,2018 Tour de Beauce Stage 4,2
1632,2018 Tour de Beauce Stage 5,1
1633,2018 Tour de Belle Isle en Terre - Kreiz Breizh Elites Dames,5
1634,2018 Tour de Central Cebeles Stage 1,5
1635,2018 Tour de Central Cebeles Stage 2,5
1636,2018 Tour de Central Cebeles Stage 3,5
1637,2018 Tour de Central Cebeles Stage 4,5
1638,2018 Tour de Central Cebeles Stage 5,3
1639,2018 Tour de DMZ Stage 1,2
1640,2018 Tour de DMZ Stage 2,2
1641,2018 Tour de DMZ Stage 3,5
1642,2018 Tour de DMZ Stage 4,6
1643,2018 Tour de DMZ Stage 5,2
1644,2018 Tour de Feminin - O cenu Ceskeho Svycarska Stage 1,5
1645,2018 Tour de Feminin - O cenu Ceskeho Svycarska Stage 2,5
1646,2018 Tour de Feminin - O cenu Ceskeho Svycarska Stage 3-1,0
1647,2018 Tour de Feminin - O cenu Ceskeho Svycarska Stage 3-2,2
1648,2018 Tour de Feminin - O cenu Ceskeho Svycarska Stage 4,2
1649,2018 Tour de France Stage 1,3
1650,2018 Tour de France Stage 10,4
1651,2018 Tour de France Stage 11,4
1652,2018 Tour de France Stage 12,4
1653,2018 Tour de France Stage 13,6
1654,2018 Tour de France Stage 14,6
1655,2018 Tour de France Stage 15,5
1656,2018 Tour de France Stage 16,4
1657,2018 Tour de France Stage 17,4
