Race Name,Constrained,KmeansClust
2018 Tour du Senegal Stage 1,1,7
2018 Tour du Senegal Stage 2,1,7
2018 Tour du Senegal Stage 3,1,7
2018 Tour du Senegal Stage 4,5,7
2018 Tour du Senegal Stage 5,1,7
2018 Tour du Senegal Stage 6,5,7
2018 Tour du Senegal Stage 7,1,7
2018 Tour du Senegal Stage 8,5,7
2018 Tour International de la Ville d'Oran Stage 1,1,5
2018 Tour International de la Ville d'Oran Stage 2,1,7
2018 Tour International de la Ville d'Oran Stage 3,2,8
2018 Tour International de la Ville d'Oran Stage 4,1,7
2018 Tour International des Zibanes Stage 1,1,7
2018 Tour International des Zibanes Stage 2,1,7
2018 Tour International des Zibanes Stage 3,1,8
2018 Tour International des Zibanes Stage 4,1,7
2018 Tour of Albania Stage 1,0,4
2018 Tour of Albania Stage 5,1,7
2018 Tour of Almaty Stage 1,2,2
2018 Tour of Almaty Stage 2,0,4
2018 Tour of Antalya Stage 3,0,4
2018 Tour of Antalya Stage 4,1,7
2018 Tour of Bihor-Bellotto Stage 1,2,8
2018 Tour of Bihor-Bellotto Stage 2-1,0,4
2018 Tour of Bihor-Bellotto Stage 3,1,7
2018 Tour of Black Sea Stage 1,0,4
2018 Tour of Black Sea Stage 2,1,7
2018 Tour of Black Sea Stage 3,1,7
2018 Tour of Cappadocia Stage 1,3,8
2018 Tour of Cappadocia Stage 2,0,4
2018 Tour of Cappadocia Stage 3,3,7
2018 Tour of Cartier - East Mediterranean Cycling Project Stage 1,5,0
2018 Tour of Cartier - East Mediterranean Cycling Project Stage 2,2,8
2018 Tour of Cartier - East Mediterranean Cycling Project Stage 4,5,7
2018 Tour of China I Stage 1,4,6
2018 Tour of China I Stage 2,7,6
2018 Tour of China I Stage 3,1,7
2018 Tour of China I Stage 4,2,8
2018 Tour of China I Stage 5,4,3
2018 Tour of China I Stage 6,4,0
2018 Tour of China I Stage 7,4,6
2018 Tour of China II Prologue,5,0
2018 Tour of China II Stage 1,4,6
2018 Tour of China II Stage 2,1,7
2018 Tour of China II Stage 3,4,6
2018 Tour of China II Stage 4,5,0
2018 Tour of China II Stage 5,7,6
2018 Tour of Chongming Island Stage 1,4,6
2018 Tour of Chongming Island Stage 2,4,6
2018 Tour of Chongming Island Stage 3,4,6
2018 Tour of Croatia Stage 1,1,7
2018 Tour of Eftalia Hotels & Velo Alanya Stage 1,5,0
2018 Tour of Eftalia Hotels & Velo Alanya Stage 2,1,5
2018 Tour of Eftalia Hotels & Velo Alanya Stage 3,1,7
2018 Tour of Fuzhou Stage 1,4,6
2018 Tour of Fuzhou Stage 3,4,6
2018 Tour of Guangxi Stage 1,4,6
2018 Tour of Guangxi Stage 2,4,6
2018 Tour of Guangxi Stage 4,7,6
2018 Tour of Guangxi Stage 5,7,6
2018 Tour of Hainan Stage 1,4,6
2018 Tour of Hainan Stage 2,4,6
2018 Tour of Hainan Stage 7,4,6
2018 Tour of Hainan Stage 8,7,6
2018 Tour of Hainan Stage 9,7,6
2018 Tour of Iran (Azarbaijan) Stage 1,4,6
2018 Tour of Iran (Azarbaijan) Stage 2,3,7
2018 Tour of Iran (Azarbaijan) Stage 3,0,4
2018 Tour of Iran (Azarbaijan) Stage 4,3,8
2018 Tour of Iran (Azarbaijan) Stage 5,3,8
2018 Tour of Iran (Azarbaijan) Stage 6,3,7
2018 Tour of Japan Stage 1,5,0
2018 Tour of Japan Stage 2,2,5
2018 Tour of Japan Stage 3,2,2
2018 Tour of Japan Stage 4,2,5
2018 Tour of Japan Stage 5,2,5
2018 Tour of Japan Stage 6,0,4
2018 Tour of Japan Stage 7,2,1
2018 Tour of Japan Stage 8,5,7
2018 Tour of Malopolska Stage 2,2,5
2018 Tour of Malopolska Stage 3,0,4
2018 Tour of Mediterranean Stage 1,1,7
2018 Tour of Mediterranean Stage 2,1,7
2018 Tour of Mediterranean Stage 3,1,7
2018 Tour of Mersin Stage 1,0,4
2018 Tour of Mersin Stage 2,2,7
2018 Tour of Mersin Stage 3,2,1
2018 Tour of Mersin Stage 4,1,8
2018 Tour of Mesopotamia Stage 1,2,8
2018 Tour of Mesopotamia Stage 2,1,8
2018 Tour of Mesopotamia Stage 3,1,7
2018 Tour of Mesopotamia Stage 4,1,7
2018 Tour of Norway Stage 1,2,5
2018 Tour of Norway Stage 3,1,7
2018 Tour of Norway Stage 5,2,1
2018 Tour of Oman Stage 2,2,8
2018 Tour of Oman Stage 3,2,8
2018 Tour of Oman Stage 4,2,8
2018 Tour of Oman Stage 6,1,7
2018 Tour of Qinghai Lake Stage 10,4,6
2018 Tour of Qinghai Lake Stage 11,4,6
2018 Tour of Qinghai Lake Stage 12,4,6
2018 Tour of Qinghai Lake Stage 13,3,0
2018 Tour of Qinghai Lake Stage 4,7,6
2018 Tour of Qinghai Lake Stage 5,7,6
2018 Tour of Qinghai Lake Stage 6,3,4
2018 Tour of Qinghai Lake Stage 7,7,6
2018 Tour of Qinghai Lake Stage 9,7,6
2018 Tour of Quanzhou Bay Stage 1,4,0
2018 Tour of Quanzhou Bay Stage 3,4,6
2018 Tour of Slovaquie Prologue,5,0
2018 Tour of Slovaquie Stage 1,0,1
2018 Tour of Slovaquie Stage 2,2,1
2018 Tour of Slovenia Stage 1,1,5
2018 Tour of Slovenia Stage 5,5,0
2018 Tour of Taihu Lake Prologue,5,0
2018 Tour of Taihu Lake Stage 2,1,5
2018 Tour of Taihu Lake Stage 3,5,0
2018 Tour of Taihu Lake Stage 4,5,0
2018 Tour of Taihu Lake Stage 5,1,7
2018 Tour of Taihu Lake Stage 6,6,3
2018 Tour of Taihu Lake Stage 7,1,7
2018 Tour of Thailand Stage 1-1,5,0
2018 Tour of Thailand Stage 1-2,5,0
2018 Tour of Thailand Stage 1,1,3
2018 Tour of Thailand Stage 2,1,7
2018 Tour of Thailand Stage 3,2,8
2018 Tour of Thailand Stage 4,1,5
2018 Tour of Thailand Stage 5,1,7
2018 Tour of Thailand Stage 6,5,7
2018 Tour of The Alps Stage 4,2,1
2018 Tour of The Alps Stage 5,2,1
2018 Tour of the Gila Stage 1,3,1
2018 Tour of the Gila Stage 2,3,8
2018 Tour of the Gila Stage 3,3,0
2018 Tour of the Gila Stage 4,3,0
2018 Tour of the Gila Stage 5,3,1
2018 Tour of Xingtai Stage 1,7,6
2018 Tour of Xingtai Stage 2,1,7
2018 Tour of Xingtai Stage 3,4,6
2018 Tour of Zhoushan Island Stage 1,4,6
2018 Tour of Zhoushan Island Stage 2,4,6
2018 Tour of Zhoushan Island Stage 3,4,6
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 1,1,3
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 2,1,5
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 3-1,5,0
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 3-2,5,0
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 4,1,3
2018 Tre Valli Varesine,2,2
2018 Trofee Maarten Wynants,6,3
2018 Trofej Porec - Porec Trophy,2,5
2018 Trofej Umag - Umag Trophy,2,7
2018 Trofeo Alfredo Binda - Comune di Cittiglio,2,5
2018 Trofeo Comune di Vertova - Memorial Pietro Merelli,5,0
2018 Trofeo Da Moreno - Piccolo Trofeo Alfredo Binda,1,0
2018 Trofeo Edil C,1,2
2018 Trofeo Emilio Paganessi,1,5
2018 Trofeo Laigueglia,2,1
2018 Trofeo Lloseta-Andratx,2,1
2018 Trofeo Matteotti,2,2
2018 Trofeo Porreres-Felanitx-Ses Salines-Campos,1,5
2018 Trofeo Serra de Tramuntana,0,4
2018 Trophee Centre Morbihan Stage 1,1,5
2018 Trophee Centre Morbihan Stage 2-1,5,0
2018 Trophee Centre Morbihan Stage 2-2,1,5
2018 Turkish Road National Championships - ITT,5,0
2018 Turkish Road National Championships,1,0
2018 Turul Romaniei Stage 1,1,5
2018 Turul Romaniei Stage 2,2,8
2018 Turul Romaniei Stage 3,1,7
2018 Turul Romaniei Stage 4,1,7
2018 Turul Romaniei Stage 5,5,0
2018 UAE Road Cycling Championships,5,0
2018 UCI Road World Championships - ITT,5,0
2018 UCI Road World Championships - TTT,5,0
2018 USA Road National Championships - ITT,5,0
2018 USA Road National Championships,6,2
2018 Visegrad 4 Bicycle Race - GP Czech Republic,6,2
2018 Visegrad 4 Bicycle Race Grand Prix Poland,1,2
2018 Visegrad 4 Bicycle Race- GP Slovakia,1,3
2018 Volta a la Comunitat Valenciana Stage 1,2,8
2018 Volta a la Comunitat Valenciana Stage 2,2,1
2018 Volta a la Comunitat Valenciana Stage 3,5,0
2018 Volta a la Comunitat Valenciana Stage 4,0,4
2018 Volta a Portugal em Bicicleta Santander Totta Prologue,5,0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 1,1,7
2018 Volta a Portugal em Bicicleta Santander Totta Stage 10,5,0
2018 Volta a Portugal em Bicicleta Santander Totta Stage 2,2,8
2018 Volta a Portugal em Bicicleta Santander Totta Stage 3,2,1
2018 Volta a Portugal em Bicicleta Santander Totta Stage 4,0,4
2018 Volta a Portugal em Bicicleta Santander Totta Stage 5,2,8
2018 Volta a Portugal em Bicicleta Santander Totta Stage 6,0,4
2018 Volta a Portugal em Bicicleta Santander Totta Stage 8,2,8
2018 Volta a Portugal em Bicicleta Santander Totta Stage 9,0,4
2018 Volta ao Alentejo Stage 1,1,7
2018 Volta ao Alentejo Stage 2,1,7
2018 Volta ao Alentejo Stage 3,2,8
2018 Volta ao Alentejo Stage 4-1,1,8
2018 Volta ao Alentejo Stage 4-2,5,0
2018 Volta ao Alentejo Stage 5,1,7
2018 Volta ao Algarve em Bicicleta Stage 1,2,8
2018 Volta ao Algarve em Bicicleta Stage 3,5,0
2018 Volta ao Algarve em Bicicleta Stage 4,1,5
2018 Volta ao Algarve em Bicicleta Stage 5,2,1
2018 Volta Ciclista a Catalunya Stage 4,0,4
2018 Volta Ciclista a Catalunya Stage 5,0,4
2018 Volta Ciclista a Catalunya Stage 6,1,7
2018 VOO-Tour de Wallonie Stage 1,6,3
2018 VOO-Tour de Wallonie Stage 3,2,8
2018 VOO-Tour de Wallonie Stage 5,2,5
2018 VR Women ITT,5,0
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 2,2,8
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 3,2,2
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 4,0,1
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 5,5,0
2018 Vuelta a Burgos Stage 2,1,5
2018 Vuelta a Burgos Stage 3,0,4
2018 Vuelta a Burgos Stage 4,2,5
2018 Vuelta a Burgos Stage 5,0,4
2018 Vuelta a Castilla y Leon Stage 2,2,5
2018 Vuelta a Castilla y Leon Stage 3,2,1
2018 Vuelta a Colombia Femenina Stage 1,3,7
2018 Vuelta a Colombia Femenina Stage 2,3,8
2018 Vuelta a Colombia Femenina Stage 3,3,0
2018 Vuelta a Colombia Femenina Stage 4,3,8
2018 Vuelta a Colombia Femenina Stage 5,3,0
2018 Vuelta a Espana Stage 1,5,0
2018 Vuelta a Espana Stage 11,2,1
2018 Vuelta a Espana Stage 13,0,4
2018 Vuelta a Espana Stage 14,2,1
2018 Vuelta a Espana Stage 15,0,4
2018 Vuelta a Espana Stage 16,5,0
2018 Vuelta a Espana Stage 18,1,5
2018 Vuelta a Espana Stage 2,2,1
2018 Vuelta a Espana Stage 5,2,1
2018 Vuelta a Espana Stage 8,2,8
2018 Vuelta a Espana Stage 9,0,4
2018 Vuelta al Tachira en Bicicleta Stage 10,1,2
2018 Vuelta al Tachira en Bicicleta Stage 2,7,6
2018 Vuelta al Tachira en Bicicleta Stage 3,1,5
2018 Vuelta al Tachira en Bicicleta Stage 4,7,6
2018 Vuelta al Tachira en Bicicleta Stage 5,7,6
2018 Vuelta al Tachira en Bicicleta Stage 6,7,6
2018 Vuelta al Tachira en Bicicleta Stage 7,7,6
2018 Vuelta al Tachira en Bicicleta Stage 8,1,5
2018 Vuelta Aragon Stage 1,2,7
2018 Vuelta Aragon Stage 2,1,5
2018 Vuelta Aragon Stage 3,0,4
2018 Vuelta Asturias Julio Alvarez Mendo Stage 1,2,5
2018 Vuelta Asturias Julio Alvarez Mendo Stage 2,0,4
2018 Vuelta Asturias Julio Alvarez Mendo Stage 3,2,8
2018 Vuelta Ciclista a la Comunidad de Madrid Stage 1,0,4
2018 Vuelta Ciclista a la Comunidad de Madrid Stage 3,5,7
2018 Vuelta Ciclista a la Provincia de San Juan Stage 1,1,7
2018 Vuelta Ciclista a la Provincia de San Juan Stage 4,3,7
2018 Vuelta Ciclista a la Provincia de San Juan Stage 5,0,4
2018 Vuelta Ciclista a la Region de Murcia Costa Calida,0,1
2018 Vuelta Ciclista a Venezuela Stage 1,5,0
2018 Vuelta Ciclista a Venezuela Stage 10,5,0
2018 Vuelta Ciclista a Venezuela Stage 2,7,6
2018 Vuelta Ciclista a Venezuela Stage 3,7,6
2018 Vuelta Ciclista a Venezuela Stage 4,4,7
2018 Vuelta Ciclista a Venezuela Stage 5,5,0
2018 Vuelta Ciclista a Venezuela Stage 6,0,4
2018 Vuelta Ciclista a Venezuela Stage 7,4,6
2018 Vuelta Ciclista a Venezuela Stage 8,7,6
2018 Vuelta Ciclista a Venezuela Stage 9,4,6
2018 Vuelta Ciclista del Uruguay Stage 1,1,7
2018 Vuelta Ciclista del Uruguay Stage 2-1,5,0
2018 Vuelta Ciclista del Uruguay Stage 2-2,1,7
2018 Vuelta Ciclista del Uruguay Stage 3,1,7
2018 Vuelta Ciclista del Uruguay Stage 4,1,7
2018 Vuelta Ciclista del Uruguay Stage 5,1,7
2018 Vuelta Ciclista del Uruguay Stage 6,1,7
2018 Vuelta Ciclista del Uruguay Stage 7,5,7
2018 Vuelta Ciclista del Uruguay Stage 8-1,5,0
2018 Vuelta Ciclista del Uruguay Stage 8-2,1,7
2018 Vuelta Ciclista del Uruguay Stage 9,1,7
2018 Vuelta Internacional Ciclista Michoacan Stage 1,3,1
2018 Vuelta Internacional Ciclista Michoacan Stage 2,2,8
2018 Vuelta Internacional Ciclista Michoacan Stage 3,2,7
2018 Vuelta Internacional Ciclista Michoacan Stage 4,0,1
2018 Vuelta Internacional Ciclista Michoacan Stage 5,3,1
2018 Vuelta Internacional Ciclista Michoacan Stage 6,0,4
2018 Watersley Ladies Challenge Stage 1,5,3
2018 Watersley Ladies Challenge Stage 2,5,0
2018 Watersley Ladies Challenge Stage 3,5,0
2018 White Spot ,6,3
2018 Winston-Salem Cycling Classic,6,3
2019 100 Cycle Challenge,3,8
2019 100a Coppa Bernocchi - 43o GP BPM,2,5
2019 12esimo Tr. Citta di S. Vendemiano - 59esimo GP Industria & Commercio,6,5
2019 23esimo Gran Premio dell'Arno,1,5
2019 32. LVM Saarland Trofeo Stage 1,2,5
2019 32. LVM Saarland Trofeo Stage 2,2,5
2019 32. LVM Saarland Trofeo Stage 3-1,1,0
2019 32. LVM Saarland Trofeo Stage 3-2,5,0
2019 32. LVM Saarland Trofeo Stage 4,2,5
2019 38e SPIE Internationale Juniorendriedaagse Stage 1,5,3
2019 38e SPIE Internationale Juniorendriedaagse Stage 3,6,3
2019 39. SwissEver GP Cham-Hagendorn,6,3
2019 4 Jours de Dunkerque ,1,3
2019 44. Internationale Cottbuser Junioren-Etappenfahrt Stage 1,5,0
2019 44. Internationale Cottbuser Junioren-Etappenfahrt Stage 2-1,5,0
2019 44. Internationale Cottbuser Junioren-Etappenfahrt Stage 2-2,6,3
2019 44. Internationale Cottbuser Junioren-Etappenfahrt Stage 3,5,0
2019 48. Olympic Hopes - Belgrade Trophy Milan Panic Stage 1-1,5,0
2019 48. Olympic Hopes - Belgrade Trophy Milan Panic Stage 1-2,4,6
2019 48. Olympic Hopes - Belgrade Trophy Milan Panic Stage 2,1,3
2019 48a Coppa della Pace - 45o Trofeo F.lli Anelli,2,2
2019 49o Trofeo Emilio Paganessi,1,5
2019 50o Trofeo Buffoni,2,2
2019 51eme tour cycliste international du Haut Var Stage 1,2,1
2019 51eme tour cycliste international du Haut Var Stage 2,2,1
2019 51eme tour cycliste international du Haut Var Stage 3,2,8
2019 58esimo G.P. Palio del Recioto - Trofeo C&F Resinatura Blocchi,2,1
2019 59a Vuelta a Guatemala Stage 1,1,7
2019 59a Vuelta a Guatemala Stage 10,3,7
2019 59a Vuelta a Guatemala Stage 2,1,7
2019 59a Vuelta a Guatemala Stage 3,1,8
2019 59a Vuelta a Guatemala Stage 4,1,7
2019 59a Vuelta a Guatemala Stage 5,5,0
2019 59a Vuelta a Guatemala Stage 6,0,4
2019 59a Vuelta a Guatemala Stage 7,3,1
2019 59a Vuelta a Guatemala Stage 8,0,4
2019 59a Vuelta a Guatemala Stage 9,3,8
2019 60a Dookola Mazowsza Prologue,5,0
2019 60a Dookola Mazowsza Stage 1,1,3
2019 60a Dookola Mazowsza Stage 2,1,3
2019 60a Dookola Mazowsza Stage 3,6,3
2019 71o Trofeo Piva,2,2
2019 75eme Grand Prix International de la ville de Nogent-sur-Oise,1,5
2019 91o Il Piccolo Lombardia,2,1
2019 A Travers les Hauts de France ,1,3
2019 ACC Asian Road Championships - ITT,5,0
2019 ACC Asian Road Championships - TTT,5,0
2019 ACC Asian Road Championships,1,7
2019 Adriatica Ionica Race ,1,3
2019 African Games - Jeux Africains - ITT,5,0
2019 African Games - Jeux Africains - TTT,5,0
2019 African Games - Jeux Africains,5,0
2019 Ain Bugey Valromey Tour Stage 1,1,5
2019 Ain Bugey Valromey Tour Stage 2,2,5
2019 Ain Bugey Valromey Tour Stage 3,5,0
2019 Ain Bugey Valromey Tour Stage 4,0,4
2019 Algerian Road National Championships - ITT,5,0
2019 Algerian Road National Championships,5,0
2019 Amgen Tour of California Stage 1,1,3
2019 Amgen Tour of California Stage 2,0,4
2019 Amgen Tour of California Stage 3,0,1
2019 Amgen Tour of California Stage 4,2,7
2019 Amgen Tour of California Stage 5,2,1
2019 Amgen Tour of California Stage 6,0,4
2019 Amgen Tour of California Stage 7,2,1
2019 Antwerpse Havenpijl,6,3
2019 Aphrodite Cycling Race ITT,5,0
2019 Aphrodite's Sanctuary Cycling Race,1,8
2019 Arctic Race of Norway Stage 1,1,7
2019 Arctic Race of Norway Stage 2,1,7
2019 Arctic Race of Norway Stage 3,2,8
2019 Arctic Race of Norway Stage 4,2,5
2019 Aruban Road National Championships - ITT,5,0
2019 Aruban Road National Championships,5,0
2019 ASDA Tour de Yorkshire Women's Race Stage 1,1,5
2019 ASDA Tour de Yorkshire Women's Race Stage 2,1,5
2019 Aubel - Thimister - Stavelot Stage 1,1,5
2019 Aubel - Thimister - Stavelot Stage 2-1,5,0
2019 Aubel - Thimister - Stavelot Stage 2-2,1,5
2019 Aubel - Thimister - Stavelot Stage 3,2,5
2019 Australian Road National Championships - ITT,5,0
2019 Australian Road National Championships,6,2
2019 Azerbaijan Road National Championships - ITT,0,4
2019 Bahamian Road National Championships - ITT,2,1
2019 Baloise Belgium Tour Stage 2,6,3
2019 Baloise Belgium Tour Stage 3,5,0
2019 Baloise Belgium Tour Stage 4,2,5
2019 Baltyk - Karkonosze Tour Stage 3,1,5
2019 Baltyk - Karkonosze Tour Stage 5,2,1
2019 Belarus Road National Championships - ITT,5,0
2019 Belarus Road National Championships,1,5
2019 Belgian Road National Championships - ITT,5,0
2019 Belgian Road National Championships ITT,5,0
2019 Belgrade Banjaluka Stage 1,2,8
2019 Belgrade Banjaluka Stage 2,1,7
2019 Belgrade Banjaluka Stage 4,1,7
2019 Belizean Road National Championships - ITT,5,0
2019 BeNe Ladies Tour Prologue,5,0
2019 BeNe Ladies Tour Stage 2-2,5,0
2019 BeNe Ladies Tour Stage 3,6,3
2019 Bermudian Road National Championships - ITT,5,0
2019 Bermudian Road National Championships,1,7
2019 Bernaudeau Junior,1,3
2019 Binche - Chimay - Binche (Memorial Frank Vandenbroucke),1,5
2019 BinckBank Tour Stage 3,6,3
2019 BinckBank Tour Stage 4,1,5
2019 BinckBank Tour Stage 7,6,3
2019 Boels Rentals Ladies Tour Prologue,5,0
2019 Boels Rentals Ladies Tour Stage 1,6,3
2019 Boels Rentals Ladies Tour Stage 2,6,3
2019 Boels Rentals Ladies Tour Stage 3,6,3
2019 Boucles de l'Aulne - Chateaulin,2,2
2019 Boucles de la Mayenne Prologue,5,0
2019 Boucles de la Mayenne Stage 1,1,5
2019 Boucles de la Mayenne Stage 2,1,5
2019 Brabantse Pijl,6,3
2019 Brasilian Road National Championships - ITT,5,0
2019 Brasilian Road National Championships,5,0
2019 British Road National Championships - ITT,5,0
2019 Brussels Cycling Classic,6,3
2019 Bursa Orhangazi Race,2,7
2019 Bursa Yildirim Bayezit Race,1,7
2019 CAC African Road Championships - ITT,3,0
2019 CAC African Road Championships - Mixed Relay TTT,3,0
2019 CAC African Road Championships - TTT,3,0
2019 CAC African Road Championships,3,0
2019 Canadian Road National Championship - ITT,5,0
2019 Canadian Road National Championship,1,5
2019 Carpathian Couriers Race Prologue,5,0
2019 Carpathian Couriers Race Stage 1,1,5
2019 Carpathian Couriers Race Stage 4,2,1
2019 CCC Tour Stage 1-1,5,0
2019 CCC Tour Stage 2,1,5
2019 CCC Tour Stage 3,2,1
2019 Ceratizit Madrid Challenge by La Vuelta Stage 1,5,0
2019 Chabany Race,1,3
2019 Challenge du Prince - Trophee de l'Anniversaire,1,8
2019 Challenge du Prince - Trophee de la Maison Royale,1,8
2019 Challenge du Prince - Trophee Princier,1,7
2019 Challenge International du Sahara Marocain Stage 1,1,7
2019 Challenge International du Sahara Marocain Stage 2,5,3
2019 Challenge International du Sahara Marocain Stage 3,1,7
2019 Chilean Road National Championships - ITT,5,0
2019 Chilean Road National Championships,1,7
2019 China No.1 Scenic Avenue International Women's Road Cycling Race I,4,6
2019 China No.1 Scenic Avenue International Women's Road Cycling Race II,4,0
2019 Chinese Road National Championships - ITT,0,4
2019 Cholet-Pays de Loire,1,3
2019 Chrono Champenois - Trophee Europeen,5,0
2019 Chrono Champenois Masculin International,5,0
2019 Chrono des Nations,5,0
2019 Chrono Kristin Armstrong,5,0
2019 Circuit Cycliste Sarthe - Pays de la Loire Stage 1,1,5
2019 Circuit Cycliste Sarthe - Pays de la Loire Stage 2,1,3
2019 Circuit Cycliste Sarthe - Pays de la Loire Stage 3,2,1
2019 Circuit Cycliste Sarthe - Pays de la Loire Stage 4,2,2
2019 Circuit de Wallonie,1,5
2019 Circuit des Ardennes International Stage 1,2,5
2019 Circuit des Ardennes International Stage 2,2,1
2019 Circuit des Ardennes International Stage 3-1,5,0
2019 Circuit des Ardennes International Stage 3-2,1,5
2019 Circuito de Getxo - Memorial Hermanos Otxoa,1,2
2019 Circuito del Porto - Trofeo Arvedi,1,3
2019 Clasica CRC 506,2,8
2019 Clasica de Almeria,2,1
2019 Clasica Esencial Costa Rica,1,7
2019 Clasica Femenina Navarra,1,7
2019 Classic Loire Atlantique,1,3
2019 Classica da Arrabida - Cyclin'Portugal,2,5
2019 Colombia 2.1 Stage 1,5,0
2019 Colombia 2.1 Stage 2,3,7
2019 Colombia 2.1 Stage 3,3,7
2019 Colombia 2.1 Stage 4,3,7
2019 Colombia 2.1 Stage 5,3,1
2019 Colombian Road National Championships - ITT,5,0
2019 Colombian Road National Championships,1,8
2019 Colorado Classic Stage 1,3,8
2019 Colorado Classic Stage 2,3,8
2019 Colorado Classic Stage 3,3,0
2019 Colorado Classic Stage 4,3,0
2019 COPACI Campeonato Panamericano de Ruta - ITT,3,0
2019 COPACI Campeonato Panamericano de Ruta,3,0
2019 Coppa Agostoni - Giro delle Brianze,2,1
2019 Coppa Sabatini - Gran Premio citta di Peccioli,2,2
2019 Costarricenses Road National Championships - ITT,5,0
2019 Costarricenses Road National Championships,1,7
2019 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 1,1,3
2019 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 2,1,3
2019 Course Cycliste de Solidarnosc et des Champions Olympiques Stage 3,1,5
2019 Course de la Paix Grand Prix Priessnitz spa Prologue,5,0
2019 Course de la Paix Grand Prix Priessnitz spa Stage 1,2,1
2019 Course de la Paix Grand Prix Priessnitz spa Stage 2,0,4
2019 Course de la Paix Grand Prix Priessnitz spa Stage 3,2,1
2019 Course de la Paix Juniors Stage 1,2,8
2019 Course de la Paix Juniors Stage 2-1,5,0
2019 Course de la Paix Juniors Stage 2-2,5,0
2019 Course de la Paix Juniors Stage 3,0,1
2019 Criterium du Dauphine Stage 2,2,1
2019 Criterium du Dauphine Stage 3,2,5
2019 Criterium du Dauphine Stage 4,5,0
2019 Criterium du Dauphine Stage 6,0,4
2019 Criterium du Dauphine Stage 7,0,4
2019 Criterium du Dauphine Stage 8,0,4
2019 CRO Race Stage 4,2,8
2019 Croatian Road National Championships - ITT,5,0
2019 Croatian Road National Championships,2,2
2019 Cuban Road National Championships - ITT,4,1
2019 Curacaoan Road National Championships - ITT,5,0
2019 Curacaoan Road National Championships,1,7
2019 Cycling Tour of Szeklerland Stage 1,5,0
2019 Cycling Tour of Szeklerland Stage 2,2,8
2019 Cycling Tour of Szeklerland Stage 3,2,8
2019 Cycling Tour of Szeklerland Stage 4-1,5,0
2019 Czech Republic Road National Championship - ITT,5,0
2019 Czech Tour Stage 2,2,1
2019 Czech Tour Stage 3,2,5
2019 Danilith Nokere Koerse voor Dames,6,3
2019 Danilith Nokere Koerse voor Juniores,6,3
2019 Danish Road National Championships - ITT,5,0
2019 Danish Road National Championships,1,3
2019 De Brabantse Pijl - La Fleche Brabanconne,6,3
2019 Deutschland Tour Stage 3,2,5
2019 Druivenkoers - Overijse,6,3
2019 Duo Normand,5,0
2019 Durango-Durango Emakummen Saria,1,5
2019 E3 BinckBank Classic - Jun,6,3
2019 Ecuatorian Road National Championships - ITT,3,0
2019 Ecuatorian Road National Championships,5,0
2019 Elite Road Central American Championships - ITT,5,0
2019 Elite Road Central American Championships,1,7
2019 Emakumeen Nafaorrao Klasikoa,0,4
2019 Emakummen XXXI Bira Stage 2,1,5
2019 Emakummen XXXI Bira Stage 3,2,8
2019 Emakummen XXXI Bira Stage 4,2,1
2019 Entre Brenne et Montmorillonnais,1,3
2019 EPZ Omloop van Borsele Stage 1,5,0
2019 Erondegemse Pijl (Erpe-Mere),5,0
2019 Estonian Road National Championships - ITT,5,0
2019 Etoile de Besseges Stage 2,1,5
2019 Etoile de Besseges Stage 4,5,0
2019 Fatih Sultan Mehmet Edirne Race,1,7
2019 Fatih Sultan Mehmet Kirklareli Race,1,7
2019 Faun Environnement - Classic de l'Ardeche Rhone Crussol,2,1
2019 Festival Elsy Jacobs Prologue,5,0
2019 Festival Elsy Jacobs Stage 1,1,0
2019 Festival Elsy Jacobs Stage 2,2,5
2019 Finnish Road National Championships - ITT,5,0
2019 Finnish Road National Championships,5,3
2019 Five Rings of Moscow Prologue,5,0
2019 Five Rings of Moscow Stage 2,6,3
2019 Five Rings of Moscow Stage 3,1,5
2019 Five Rings of Moscow Stage 4,6,3
2019 Flanders Ladies Classic - Sofie De Vuyst (Herzele-Steenhuize),6,3
2019 Fleche Ardennaise,2,1
2019 Fleche du Sud Stage 1,1,5
2019 Fleche du Sud Stage 3,1,5
2019 French Road National Championships - ITT,5,0
2019 French Road National Championships,1,3
2019 G.P. Sportivi Sovilla-La Piccola Sanremo,1,5
2019 Gent-Wevelgem - Grote Prijs A. Noyelle-Ieper,6,3
2019 Gent-Wevelgem,6,3
2019 Georgian Road National Championships - ITT,2,1
2019 German Road National Championship,2,2
2019 German Road National Championships - ITT,5,0
2019 German Road National Championships,2,2
2019 Giro Ciclistico d'Italia Prologue,5,0
2019 Giro Ciclistico d'Italia Stage 1,2,8
2019 Giro Ciclistico d'Italia Stage 3,2,1
