Race Name,Constrained,KmeansClust
2021 Tour du Limousin - Nouvelle Aquitaine Stage 3,2,5
2021 Tour du Limousin - Nouvelle Aquitaine Stage 4,2,5
2021 Tour du Pays de Montbeliard Prologue,5,0
2021 Tour du Pays de Montbeliard Stage 1,2,5
2021 Tour du Pays de Montbeliard Stage 2,1,3
2021 Tour du Rwanda Stage 1,3,7
2021 Tour du Rwanda Stage 2,3,8
2021 Tour du Rwanda Stage 3,0,4
2021 Tour du Rwanda Stage 4,3,4
2021 Tour du Rwanda Stage 5,3,8
2021 Tour du Rwanda Stage 6,0,4
2021 Tour du Rwanda Stage 7,5,0
2021 Tour du Rwanda Stage 8,3,8
2021 Tour of Britain Stage 3,5,0
2021 Tour of Britain Stage 4,2,1
2021 Tour of Britain Stage 6,2,1
2021 Tour of Britain Stage 7,2,5
2021 Tour of Britain Stage 8,2,5
2021 Tour of Bulgaria Prologue,5,0
2021 Tour of Bulgaria Stage 1,1,5
2021 Tour of Bulgaria Stage 2,0,4
2021 Tour of Bulgaria Stage 3,2,1
2021 Tour of Bulgaria Stage 4,1,7
2021 Tour of Japan Stage 1,0,4
2021 Tour of Japan Stage 2,2,5
2021 Tour of Japan Stage 3,5,7
2021 Tour of Kosovo Stage 1,7,6
2021 Tour of Kosovo Stage 2,4,6
2021 Tour of Kosovo Stage 3,4,6
2021 Tour of Malopolska Prologue,5,0
2021 Tour of Malopolska Stage 3,0,4
2021 Tour of Mevlana Stage 1,3,7
2021 Tour of Mevlana Stage 2,3,8
2021 Tour of Mevlana Stage 3,2,1
2021 Tour of Mevlana Stage 4,1,7
2021 Tour of Montenegro,0,4
2021 Tour of Norway Stage 3,2,5
2021 Tour of Norway Stage 4,1,7
2021 Tour of Qinghai Lake Stage 2,7,6
2021 Tour of Qinghai Lake Stage 4,7,6
2021 Tour of Qinghai Lake Stage 5,7,6
2021 Tour of Qinghai Lake Stage 6,3,6
2021 Tour of Qinghai Lake Stage 7,3,8
2021 Tour of Qinghai Lake Stage 8,3,6
2021 Tour of Slovenia Stage 3,2,5
2021 Tour of Slovenia Stage 4,2,1
2021 Tour of Thailand Stage 1,1,7
2021 Tour of Thailand Stage 2,1,7
2021 Tour of Thailand Stage 3,1,5
2021 Tour of Thailand Stage 4,1,7
2021 Tour of Thailand Stage 5,1,7
2021 Tour of the Alps Stage 1,2,1
2021 Tour of the Alps Stage 2,0,4
2021 Tour of the Alps Stage 4,0,4
2021 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 1,1,5
2021 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 3-2,5,0
2021 Tour Poitou - Charentes en Nouvelle Aquitaine Stage 4,1,5
2021 Tre Valli Varesine Women's Race,2,5
2021 Tro-Bro Leon,6,3
2021 Trofee van Vlaanderen,1,3
2021 Trofej Porec - Porec Trophy,2,5
2021 Trofej Umag - Umag Trophy,1,5
2021 Trofeo Alcudia - Port D' Alcudia,1,7
2021 Trofeo Alfredo Binda - Comune di Cittiglio,2,5
2021 Trofeo Andratx - Mirador des Colomer (Puerto Pollenca),0,4
2021 Trofeo Calvia,2,1
2021 Trofeo Da Moreno - Piccolo Trofeo Alfredo Binda,1,5
2021 Trofeo Laigueglia,2,1
2021 Trofeo Matteotti,2,2
2021 Trofeo Serra de Tramuntana (Lloseta - Deia),0,4
2021 Trophee des Grimpeuses Stage 1,2,5
2021 Trophee des Grimpeuses Stage 2,2,5
2021 Turul Romaniei Prologue,5,0
2021 Turul Romaniei Stage 1,2,8
2021 Turul Romaniei Stage 2,0,4
2021 Turul Romaniei Stage 3,2,8
2021 Turul Romaniei Stage 4,1,7
2021 Turul Romaniei Stage 5,5,3
2021 UAE Tour Stage 1,1,3
2021 UAE Tour Stage 2,5,0
2021 UAE Tour Stage 3,0,4
2021 UAE Tour Stage 4,4,6
2021 UAE Tour Stage 5,0,4
2021 UEC European Championships - ITT,5,0
2021 USA Road National Championships - ITT,5,0
2021 USA Road National Championships,6,2
2021 Velo Alanya Junior Stage 2,5,0
2021 Velo Erciyes Junior Race Stage 1,3,0
2021 Velo Erciyes Junior Race Stage 2,3,8
2021 Veneto Classic,2,2
2021 Visegrad 4 Bicycle Race - GP Czech Republic,2,5
2021 Visegrad 4 Bicycle Race - GP Slovakia,2,5
2021 Volta a la Comunitat Valenciana Stage 1,2,1
2021 Volta a la Comunitat Valenciana Stage 2,2,8
2021 Volta a la Comunitat Valenciana Stage 3,2,1
2021 Volta a la Comunitat Valenciana Stage 4,5,0
2021 Volta a la Comunitat Valenciana Stage 5,1,5
2021 Volta ao Alentejo Stage 1,1,5
2021 Volta ao Alentejo Stage 2,1,7
2021 Volta ao Alentejo Stage 3,1,7
2021 Volta ao Alentejo Stage 4-1,2,8
2021 Volta ao Alentejo Stage 4-2,5,0
2021 Volta ao Alentejo Stage 5,1,7
2021 Volta ao Algarve em Bicicleta Stage 2,0,4
2021 Volta ao Algarve em Bicicleta Stage 3,2,5
2021 Volta ao Algarve em Bicicleta Stage 4,5,0
2021 Volta Ciclista a Catalunya Stage 1,0,1
2021 Volta Ciclista a Catalunya Stage 2,5,0
2021 Volta Ciclista a Catalunya Stage 4,0,4
2021 Volta Ciclista a Catalunya Stage 5,2,1
2021 Volta Ciclista a Catalunya Stage 6,2,5
2021 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 2,0,1
2021 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 3,0,4
2021 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 4,2,1
2021 Vuelta a Andalucia Ruta Ciclista Del Sol Stage 5,1,5
2021 Vuelta a Burgos Feminas Stage 1,2,8
2021 Vuelta a Burgos Feminas Stage 2,1,5
2021 Vuelta a Burgos Feminas Stage 3,2,8
2021 Vuelta a Burgos Feminas Stage 4,0,4
2021 Vuelta a Burgos Stage 2,2,8
2021 Vuelta a Burgos Stage 3,0,4
2021 Vuelta a Burgos Stage 4,1,5
2021 Vuelta a Burgos Stage 5,0,4
2021 Vuelta a Castilla y Leon,2,1
2021 Vuelta a Colombia a Femenina Stage 1,5,0
2021 Vuelta a Colombia a Femenina Stage 2,1,8
2021 Vuelta a Colombia a Femenina Stage 3,5,0
2021 Vuelta a Colombia a Femenina Stage 4,2,1
